Mes_Id, mora ,Suma_Sum,SUma_3090_Sum,Suma_mas90_Sum,SUma_3060_Sum,SUma_6090_Sum,IDC_COMEX_Sum,IDC_CTS_Sum,IDC_DTO_DOC_Sum,IDC_FZA_Sum,IDC_HIPO_Sum,IDC_INTYCOM_Sum,IDC_LSG_Sum,IDC_ON_Sum,IDC_OTROS_PMOS_Sum,IDC_PMOS_PERS_Sum,IDC_PMOS_COMER_Sum,IDC_TC_Sum,IDI_COMEX_Sum,IDI_CTS_Sum,IDI_DTO_DOC_Sum,IDI_FZA_Sum,IDI_HIPO_Sum,IDI_INTYCOM_Sum,IDI_LSG_Sum,IDI_ON_Sum,IDI_OTROS_PMOS_Sum,IDI_PMOS_PERS_Sum,IDI_PMOS_COMER_Sum,IDI_TC_Sum,DAUDM_COMEX_Sum,DAUDM_CTS_Sum,DAUDM_DTO_DOC_Sum,DAUDM_FZA_Sum,DAUDM_HIPO_Sum,DAUDM_INTYCOM_Sum,DAUDM_LSG_Sum,DAUDM_ON_Sum,DAUDM_OTROS_PMOS_Sum,DAUDM_PMOS_PERS_Sum,DAUDM_PMOS_COMER_Sum,DAUDM_TC_Sum,DEUDA_1_COMEX_Sum,DEUDA_2_COMEX_Sum,DEUDA_3_COMEX_Sum,DEUDA_1_CTS_Sum,DEUDA_2_CTS_Sum,DEUDA_3_CTS_Sum,DEUDA_1_DTO_DOC_Sum,DEUDA_2_DTO_DOC_Sum,DEUDA_3_DTO_DOC_Sum,DEUDA_1_FZA_Sum,DEUDA_2_FZA_Sum,DEUDA_3_FZA_Sum,DEUDA_1_HIPO_Sum,DEUDA_2_HIPO_Sum,DEUDA_3_HIPO_Sum,DEUDA_1_INTYCOM_Sum,DEUDA_2_INTYCOM_Sum,DEUDA_3_INTYCOM_Sum,DEUDA_1_LSG_Sum,DEUDA_2_LSG_Sum,DEUDA_3_LSG_Sum,DEUDA_1_ON_Sum,DEUDA_2_ON_Sum,DEUDA_3_ON_Sum,DEUDA_1_OTROS_PMOS_Sum,DEUDA_2_OTROS_PMOS_Sum,DEUDA_3_OTROS_PMOS_Sum,DEUDA_1_PMOS_PERS_Sum,DEUDA_2_PMOS_PERS_Sum,DEUDA_3_PMOS_PERS_Sum,DEUDA_1_PMOS_COMER_Sum,DEUDA_2_PMOS_COMER_Sum,DEUDA_3_PMOS_COMER_Sum,DEUDA_1_TC_Sum,DEUDA_2_TC_Sum,DEUDA_3_TC_Sum,Recuento_registros
201603, 2.208 ,9375741840,242468239.6,197166294.1,193697463.7,47655032.43,0,203191815.6,2558749.15,0,28440889.46,659831.67,1778770.05,0,12721046.31,3970380833,1018716.55,5052558225,0,0,0,0,211149.25,0,13135.74,0,25771.75,102257764.3,23376.03,0,0,5459837,2918,0,4782,16826,0,0,1476846,1648676,389,6253494,0,0,0,182069395.3,5522801.53,15599618.84,2552292.22,0,6456.93,0,0,0,28002705.49,158988.41,490344.81,411081.91,247271.3,1478.46,1791905.79,0,0,0,0,0,6226856.36,3590425.3,2929536.4,3948830771,38974488.24,84833337.46,723587.2,312208.96,6296.42,4912562031,66505238.73,73490955.5,631447
201604, 2.413 ,9457712643,216932618.7,208866559.8,127272942.7,88735107.53,0,212758642.3,2368408.84,0,27727610.47,490874.02,1791149.44,0,11899296.1,3985427505,965728.66,5109552503,0,0,0,0,203631.29,0,14604.99,0,27613.23,104603923.7,14862.59,0,0,5708484,3012,0,4888,13452,0,0,1175735,1627313,360,6632047,0,0,0,190596064.6,5678815.6,16483762.05,2361951.91,0,6456.93,0,0,0,27234371.16,292273.13,404597.47,313282.73,176112.83,1478.46,1805754.43,0,0,0,0,0,5924653.79,2754766.72,3247488.82,3956438031,45336282.86,88257114.1,974294.83,0,6296.42,4957066442,73643431.6,78842629.38,631371
201605, 2.363 ,9553636076,219203521.2,230525724.7,155455802.4,62802036.17,0,213997606.7,2390052.48,0,26999189.03,618104.82,1548269.8,0,10794056.02,4000282484,934949.68,5190042522,0,0,0,0,215872.44,0,10216.41,0,19040.17,105856074.6,13496.77,0,0,5952125,3101,0,5367,15317,0,0,976635,1596764,1034,6570180,0,0,0,190768545.6,6611938.97,16617122.2,2383595.55,0,6456.93,0,0,0,26457887.5,357472.6,399701.37,448855.31,167771.05,1478.46,1558486.21,0,0,0,0,0,5737006.12,1301509.68,3774580.39,3964943783,50656293.65,90538481.68,921033.65,0,27412.8,5012727728,93361683.91,83953110.25,626946
201606, 2.429 ,10042184249,204754699.4,237311485.1,131489936,73078826.61,0,228334754.2,2140388.59,0,26372483.51,520433,1484834.55,0,10261581.37,4059324760,872512.42,5605005548,0,0,0,0,200145.74,0,10196.85,0,20099.06,107666564.2,11103.26,0,0,5997471,3194,0,5763,13359,0,0,931988,1516363,391,6346636,0,0,0,205699239.6,5647168.04,16988346.58,2133931.66,0,6456.93,0,0,0,25695833.78,225717.29,651078.18,340047.61,178906.93,1478.46,1495031.4,0,0,0,0,0,5351392.94,1366116.86,3564170.63,4015016057,56623540.43,95351727.33,877319.26,0,6296.42,5430652835,84233204.2,90119508.59,642057
201607, 2.371 ,10316017400,184644056.1,250550537.8,124702914.7,59287988.66,0,192357286.2,5575451.52,0,25622901.56,536948.83,1632953.59,0,10168689.18,4185476125,827836.84,5792924843,0,0,0,0,191357.74,0,12729.99,0,17628.7,100711139.4,10533.74,0,0,6193738,2382,0,5553,13949,0,0,922979,1458706,421,6154205,0,0,0,169712166,4873871.3,17771248.92,5571606.09,0,3845.43,0,0,0,24973008.1,393125.14,448126.06,372841.55,162628.82,1478.46,1645683.58,0,0,0,0,0,5591104.69,1274951.69,3320261.5,4126559810,62047791.37,97579663.64,832074.16,0,6296.42,5622760912,70997139.92,99166790.81,633700
201608, 2.180 ,10491145812,157570649.2,248718167.1,106120669.3,50487679.45,0,182961390.8,3653892.78,0,24951579.4,742526.09,1524121.04,0,10156649.21,4406907868,774204.05,5747030729,0,0,0,0,202492.18,0,16127.94,0,22490.31,112253454.5,8340.23,0,0,6561550,2442,0,5836,17073,0,0,912843,1444365,360,6246711,0,0,0,160939449.3,4290932.92,17731008.58,3650047.35,0,3845.43,0,0,0,24287292.42,250373.99,616405.17,492455.87,248591.76,1478.46,1540248.98,0,0,0,0,0,5582555.63,1560433.52,3036150.37,4365839655,53667659.53,99654007.36,781787.51,0,756.77,5586246472,62182317.35,98601939.99,638693
201609, 1.670 ,11193317266,152230332.8,243970588.5,106260117.3,37673914.01,0,226938323.9,3234396.38,0,23925050.54,640216.57,1992253.37,0,8930023.68,4700417213,727339.33,6109774538,0,0,0,0,178581.07,0,17300.14,0,14631.76,116586681.7,8617.1,0,0,5565576,1252,0,5420,15105,0,0,815406,1324357,0,6051535,0,0,0,205698768.1,3788125.37,17451430.37,3231451.01,0,2945.37,0,0,0,23324870.46,210050.24,568710.91,422230.15,211789.5,6196.92,2009553.51,0,0,0,0,0,4678856.65,1328450.89,2937347.9,4665472654,50228956.45,101302284.3,735956.43,0,0,5952757283,59680402.95,97336852.43,658717
201610, 1.645 ,11578798131,178616012,193373844.2,130607720.2,46814651.98,0,254958001.8,1882380.64,0,23369076.72,813261.97,2164279.99,0,8318902.49,5045715955,682567.15,6120824237,0,0,0,0,176906.09,0,17269.08,0,17341.08,119932243.3,7864.98,0,0,5269848,1282,0,6055,15145,0,0,544167,894996,0,5531739,0,0,0,236230636.4,4132195.37,14595170.01,1879435.27,0,2945.37,0,0,0,22691818.87,232636.38,621527.56,584932.22,223611.29,4718.46,2181549.07,0,0,0,0,0,5001588.15,1083040.07,2251615.35,5036844691,52337083.2,76466424.06,690432.13,0,0,5975715232,68035236.06,77073768.44,644885
201611, 1.701 ,12187114775,233252101.6,200523770.8,167200894,65167855.43,0,290034723.9,1872211.3,0,22728593.71,1064875.26,2102513.11,0,8340819,5285022837,631815.37,6438839508,0,0,0,0,174301.91,0,17478.57,0,15038.19,136280645.5,8325.54,0,0,5340052,1,0,5784,19111,0,0,567592,975505,0,5964241,0,0,0,270519535.5,5055568.12,14459620.33,1872211.3,0,0,0,0,0,22093676.47,219009.98,590209.17,751207.52,308949.28,4718.46,2119991.68,0,0,0,0,0,5254904.75,1007525.38,2093427.06,5278757592,64353010.46,78192879.91,640140.91,0,0,6262290218,95330795.2,81218494.94,672854
201612, 1.790 ,12850887214,218365861,218617809,147830970.2,69833604.04,0,292901606.4,1880816.68,0,22135879.89,869398.38,2039654.43,0,9295332.99,5669730478,588472.55,6710066255,0,0,0,0,166511.68,0,16289.35,0,18570.36,141211098.3,7883.95,0,0,5559864,2,0,5755,16094,0,0,601724,1014347,0,5794378,0,0,0,273253899.5,4459056.55,15188650.32,1880816.68,0,0,0,0,0,21663281.74,188181.33,450928.5,567502.92,297177,4718.46,2055943.78,0,0,0,0,0,5928291.81,1483830.22,1901781.32,5652988404,71354095.82,86599076.74,596356.5,0,0,6542524859,80376846.92,87164549.52,668057
201701, 1.788 ,13316775040,235856365.2,238358901.6,166691955,68697987.31,792510,209344011.5,2103174.87,0,21618868.47,769132.27,1978618.13,0,9447904.43,5963409914,570495.5,6926357078,635.12,0,0,0,171643.92,0,16464.69,0,31121.52,172443920.7,8370.38,0,0,5880960,0,0,6268,13698,0,0,639412,1344599,0,6145294,793145.12,0,0,189481837.3,4269771.62,15592402.55,2103174.87,0,0,0,0,0,21094395.33,220146.97,475970.09,522679.81,238884,7568.46,1995082.82,0,0,0,0,0,6212654.68,1302902.69,1963468.58,5952864042,87332899.42,95656892.5,578865.88,0,0,6753593079,76218247.11,96545752.2,665220
201702, 1.877 ,14145540432,254850184.3,252913883.2,183151771.3,71059901.17,795585,274893027.4,1649275.17,0,21007354.87,1035579.13,1924557.77,0,9110363.81,6279667123,549172.9,7376417411,2157.94,0,0,0,156123.95,0,16440.82,0,19228.05,170069114.7,6642.05,0,0,6140317,0,0,5793,13866,7,0,683681,1179304,0,6397747,797742.94,0,0,253701018.1,5175117.27,16016892.03,1649275.17,0,0,0,0,0,20424134.01,292374.5,446970.31,829881.13,202848,2850,1940998.59,0,0,0,0,0,5600686.82,1535207.4,1993697.64,6254951037,90420698.51,104364502.6,555814.95,0,0,7190789865,84174806.97,101452738.5,688222
201703, 2.036 ,14256623580,251413662.7,267546227.2,156493872.6,93995985.51,772750,251457381.5,511360.57,0,20525738.81,1326933.25,2309845.08,0,10450349.84,6516833120,530841.48,7273059806,3429.77,0,0,0,193020.34,0,27623.37,0,37181.36,166072176.8,5835.51,0,0,6410558,0,0,6183,16700,0,0,1288555,1260253,0,6356513,776179.77,0,0,232592782.1,2744084.44,16120514.98,511360.57,0,0,0,0,0,20001586.93,260692.12,456480.1,979323.25,344760,2850,2337468.45,0,0,0,0,0,7211842.72,1391167.05,1884521.43,6463627837,103603910.3,115673550.2,536676.99,0,0,7078970109,89542899.7,104546797.7,669672
201704, 2.099 ,14632560981,279508750.9,297925161.4,197886218.3,71894104.5,769090,309905937.7,675163.28,0,19730382.64,1587527.82,2644596.91,0,10079045.69,6839568589,779880.78,7246349166,4883.26,0,0,0,146770.19,0,30893.4,0,23952.04,184738080.4,8531.95,0,0,6724782,1,0,6413,15230,7,0,1150423,1301481,0,6711439,773973.26,0,0,287536715.4,5567048.92,16802173.38,675163.28,0,0,0,0,0,19101502.55,322069.03,453581.25,1304786.82,279891,2850,2675490.31,0,0,0,0,0,6543953.89,1427661.96,2131381.88,6787805310,105351851.5,131149507.2,788412.73,0,0,7046284887,85631773.62,114432505.8,686608
201705, 2.185 ,14807411784,484495546.3,310753700.2,377485964.8,96759330.1,771340,301917553.2,814604.63,0,19256122.49,2476052.96,2965924.58,0,10374628.9,7030413633,751568.78,7227687321,6323.91,0,0,0,162535.52,0,38621.2,0,31397.65,189822148.7,8103.92,0,0,6774722,0,0,5883,20422,6,0,853393,1420402,0,7131942,777663.91,0,0,277261071.9,8585816.56,16070664.77,814604.63,0,0,0,0,0,18680036.48,311278.08,427343.45,2096939.36,376263.6,2850,3004545.78,0,0,0,0,0,6187074.36,1877585.48,2341366.71,6961144468,115304906.4,143786406.7,759672.7,0,0,6921068771,187044644.5,119573905.2,682886
201706, 2.466 ,15502197639,428056701.2,338658530.1,255356219.1,168528305.3,807100,312351411.2,1580690.75,0,18519356.04,2748346.04,2875426.18,0,10543274.43,7270454713,2244453.79,7651439115,8159.46,0,0,0,141135.42,0,35081.71,0,25492.49,203988962,12447.9,0,0,6970604,0,0,5939,18869,7,0,893063,1506027,0,7276167,815259.46,0,0,287672635.5,6518620.5,18160155.26,1580690.75,0,0,0,0,0,17860202.9,390880.17,409408.39,2254369.34,491126.7,2850,2910507.89,0,0,0,0,0,6500512.28,1221655.52,2846599.12,7192981202,124667146.1,156795326.7,2256901.69,0,0,7368666120,157337423.7,125435571.3,707439
201707, 2.415 ,15644070229,363440225.9,385849837.3,242364348.1,120051804.2,829925,251127990,1682012.86,0,18011904.62,3137144.61,2798680.12,0,10709483.82,7392427456,2219531.27,7728776413,8952.9,0,0,0,139186.9,0,33516.47,0,39871.56,197815046.5,33482.81,0,19,7181028,0,0,5802,14085,0,0,919043,1553041,0,7436476,838877.9,0,0,224850313.4,7486441.01,18791235.63,1682012.86,0,0,0,0,0,17289861.65,443341.09,417888.78,2880652.41,253642.2,2850,2832196.59,0,0,0,0,0,6230961.75,1341975.94,3176417.69,7294120688,124903525.1,171218289.3,2253014.08,0,0,7472416001,112030272.8,144330139.6,700509
201708, 2.333 ,16051192135,350325581.2,387579915.2,248790909.1,95740931.74,0,275935040.8,1221335.38,0,17496291.04,4102468.88,2732375.47,0,10775453.1,7506551834,2190336.9,7971365455,0,0,0,0,126487.72,0,33619.05,0,43609.11,218733809.4,54837.65,0,0,6268288,1,0,4673,18228,0,0,803876,1543560,0,7456165,0,0,0,250328798.6,7142967.72,18463274.47,1221335.38,0,0,0,0,0,17325521.84,261857.32,35399.6,3772583.48,327035.4,2850,2765994.52,0,0,0,0,0,6591514.55,1029204.33,3198343.33,7431201301,113276208.9,180808133.5,2245174.55,0,0,7711839676,116107175.2,143418604.4,720821
201709, 2.333 ,16817916119,317824128.3,392430251.2,215757027.8,101769591.6,0,310070937.8,1236739.17,0,16592102.39,4666583.07,2466188.63,0,10807220.5,7765734871,2164542.84,8427008962,0,0,0,0,127561.33,0,28079.74,0,70334.77,219968367.3,77121.14,0,0,6550685,0,0,5012,16733,0,0,775548,1600881,0,7559663,0,0,0,283645705,7279893.3,19145339.47,1236739.17,0,0,0,0,0,16400644.07,254740.62,64279.03,4229750.07,433983,2850,2494268.37,0,0,0,0,0,6400927.15,1087851.48,3388776.64,7679564988,115372011.1,190766239.9,2241663.98,0,0,8193947178,92670370.73,140391414.2,748241
201710, 2.283 ,17318651915,405676433.6,404112533.7,310890875.1,93710308.37,6580954,303640519.4,2016318.97,0,16202598.88,5617041.75,2798157.87,0,10613974.76,8071826200,2138414.07,8604498197,7302.09,0,0,0,128762.66,0,27828.94,0,82186.13,218456106.5,98269.04,0,0,6636735,0,0,4872,15754,0,0,762341,1624620,0,7746388,6588256.09,0,0,277947000.3,6924725.78,18768793.24,2016318.97,0,0,0,0,0,15943746.14,322200.08,65415.32,5220768.75,396273,0,2825986.81,0,0,0,0,0,6116102.65,1193059.57,3386998.67,7961219894,127767647.8,201294764.4,2236683.11,0,0,8339580433,121231944.2,143685820.3,752545
201711, 2.288 ,18193462356,444715095.7,415391347.8,317044453.3,127125090.5,6715094,317792955.8,1920642.21,0,15809898.38,7211399.64,2728342.76,0,10807958.86,8321920427,2111562.82,9187007028,45947.85,0,0,0,118506.31,0,32625.98,0,57932.43,234543555.1,121164.61,0,0,6544358,1,0,5072,16520,0,0,743635,1695910,0,7945131,6761041.85,0,0,292133900.4,6731373.14,18927682.26,1920642.21,0,0,0,0,0,15578179.96,322575.42,27649.31,6842137.14,369262.5,0,2760968.74,0,0,0,0,0,6046442.46,1190717.79,3628731.04,8223073277,123967296.1,209423408.4,2232727.43,0,0,8878454910,163909549.9,144642567.9,770666
201712, 2.319 ,18869410002,388690090.4,431675948.8,268188457.8,119689096.4,6606110,316849332.4,1937689.81,0,15306201.54,8506732.86,2952727.6,0,11074191.8,8552496157,1880260.93,9612833595,81852.48,0,0,0,118253.86,0,31949.28,0,85582.61,235069223.1,9575.57,0,0,6509631,0,0,4828,13419,0,0,715482,1733600,28,7997686,6687962.48,0,0,289562570.3,8158344.03,19128418.15,1937689.81,0,0,0,0,0,14969267.93,380790.22,74397.25,8150023.86,356709,0,2984676.88,0,0,0,0,0,6335900.67,1208054.39,3615819.35,8433083787,133604364.3,220877228.9,1889836.5,0,0,9334570698,129286818.9,148976078.5,779694
201801, 2.405 ,19448858756,364112399.6,451092117.7,253575150.8,108992537.3,7134196,206640450.7,1961306.57,0,14872650.48,1082832.72,3457131.96,0,12001406.45,8695399684,1849149.73,10137123819,129295.1,0,0,0,118996.92,0,46977.3,0,30312.58,255061222.6,27857.18,0,0,6481773,0,0,4272,13045,5,0,709596,1821948,0,8230657,7263491.1,0,0,181426723,5788679.27,19425048.43,1961306.57,0,0,0,0,0,14579759.42,237535.62,174352.36,831084.72,251748,0,3504109.26,0,0,0,0,0,7247239.85,1231358.05,3553121.13,8568573071,151542164.5,230345672,1877006.91,0,0,9853633439,123367812.4,160122567.4,763961
201802, 2.405 ,20074129234,424265617.4,482715493.2,307138959.8,88597236.04,7467949.99,287069728.3,2078362.6,0,14561019.38,14141279.72,3369031.67,0,12391738.34,8970755238,1821212.38,10325810337,178156.59,0,0,0,116187.31,0,45964.7,0,108791.67,258384263,30034.61,0,0,6103608,0,0,4408,13152,5,0,715726,1911320,29,8451665,7646106.58,0,0,260111508.2,6870034.34,20088185.79,2078362.6,0,0,0,0,0,14334603.04,282203.03,60400.62,13828954.2,312325.52,0,3414996.37,0,0,0,0,0,7308784.68,1411443.27,3780302.06,8818951886,159493854.9,250693760.4,1851246.99,0,0,10007875610,147593155.7,170341571.5,793812
